16-09-2024 15:22:17 - __main__ - <module> - INFO: Writing into log file: ./logs/training_14.log
16-09-2024 15:22:17 - __main__ - <module> - INFO: Dataset used: /mnt/data/desy/frog_simulated/grid_256_v3/
16-09-2024 15:22:17 - __main__ - <module> - INFO: Spectrograms used: as_gn00.dat
16-09-2024 15:22:17 - __main__ - <module> - INFO: Size of output tensor: 256 elements
16-09-2024 15:22:17 - __main__ - <module> - INFO: Batch size: 10 elements
16-09-2024 15:22:17 - __main__ - <module> - INFO: Number of epochs: 5
16-09-2024 15:22:17 - __main__ - <module> - INFO: Initial learning rate: 0.001
16-09-2024 15:22:17 - __main__ - <module> - INFO: Only Pulses with PBDrms lower than 0.5 are used!
16-09-2024 15:22:17 - __main__ - <module> - INFO: Device used (cuda/cpu): cuda
16-09-2024 15:22:17 - __main__ - <module> - INFO: Loading Model...
16-09-2024 15:22:17 - __main__ - <module> - INFO: Freezing early layers!
16-09-2024 15:22:17 - __main__ - <module> - INFO: Loading Model finished!
16-09-2024 15:22:17 - __main__ - <module> - INFO: Loading Data...
16-09-2024 15:22:18 - __main__ - <module> - INFO: Size of dataset: 3510
16-09-2024 15:22:18 - __main__ - <module> - INFO: Size of training data:   2808
16-09-2024 15:22:18 - __main__ - <module> - INFO: Size of validation data: 351
16-09-2024 15:22:18 - __main__ - <module> - INFO: Size of test data:       351
16-09-2024 15:22:18 - __main__ - <module> - INFO: Finished loading data!
16-09-2024 15:22:18 - __main__ - <module> - INFO: Starting training...
16-09-2024 15:22:25 - __main__ - <module> - INFO: Epoch 1 / 5, Step 10 / 280, Loss = 9.3061387539e-02
16-09-2024 15:22:31 - __main__ - <module> - INFO: Epoch 1 / 5, Step 20 / 280, Loss = 6.4346641302e-02
16-09-2024 15:22:38 - __main__ - <module> - INFO: Epoch 1 / 5, Step 30 / 280, Loss = 4.8015784472e-02
16-09-2024 15:22:44 - __main__ - <module> - INFO: Epoch 1 / 5, Step 40 / 280, Loss = 4.0250375867e-02
16-09-2024 15:22:51 - __main__ - <module> - INFO: Epoch 1 / 5, Step 50 / 280, Loss = 3.8219396025e-02
16-09-2024 15:22:57 - __main__ - <module> - INFO: Epoch 1 / 5, Step 60 / 280, Loss = 4.3703816831e-02
16-09-2024 15:23:04 - __main__ - <module> - INFO: Epoch 1 / 5, Step 70 / 280, Loss = 3.6363933235e-02
16-09-2024 15:23:10 - __main__ - <module> - INFO: Epoch 1 / 5, Step 80 / 280, Loss = 6.0899328440e-02
16-09-2024 15:23:17 - __main__ - <module> - INFO: Epoch 1 / 5, Step 90 / 280, Loss = 4.4190991670e-02
16-09-2024 15:23:24 - __main__ - <module> - INFO: Epoch 1 / 5, Step 100 / 280, Loss = 2.8946448117e-02
16-09-2024 15:23:30 - __main__ - <module> - INFO: Epoch 1 / 5, Step 110 / 280, Loss = 3.9422646165e-02
16-09-2024 15:23:37 - __main__ - <module> - INFO: Epoch 1 / 5, Step 120 / 280, Loss = 3.6499172449e-02
16-09-2024 15:23:43 - __main__ - <module> - INFO: Epoch 1 / 5, Step 130 / 280, Loss = 2.9430408031e-02
16-09-2024 15:23:50 - __main__ - <module> - INFO: Epoch 1 / 5, Step 140 / 280, Loss = 4.3385546654e-02
16-09-2024 15:23:56 - __main__ - <module> - INFO: Epoch 1 / 5, Step 150 / 280, Loss = 2.7507975698e-02
16-09-2024 15:24:03 - __main__ - <module> - INFO: Epoch 1 / 5, Step 160 / 280, Loss = 4.4107250869e-02
16-09-2024 15:24:10 - __main__ - <module> - INFO: Epoch 1 / 5, Step 170 / 280, Loss = 3.1074509025e-02
16-09-2024 15:24:16 - __main__ - <module> - INFO: Epoch 1 / 5, Step 180 / 280, Loss = 6.2486775219e-02
16-09-2024 15:24:23 - __main__ - <module> - INFO: Epoch 1 / 5, Step 190 / 280, Loss = 3.5790607333e-02
16-09-2024 15:24:29 - __main__ - <module> - INFO: Epoch 1 / 5, Step 200 / 280, Loss = 2.6013756171e-02
16-09-2024 15:24:36 - __main__ - <module> - INFO: Epoch 1 / 5, Step 210 / 280, Loss = 4.1825357825e-02
16-09-2024 15:24:43 - __main__ - <module> - INFO: Epoch 1 / 5, Step 220 / 280, Loss = 3.5001397133e-02
16-09-2024 15:24:49 - __main__ - <module> - INFO: Epoch 1 / 5, Step 230 / 280, Loss = 2.6603249833e-02
16-09-2024 15:24:56 - __main__ - <module> - INFO: Epoch 1 / 5, Step 240 / 280, Loss = 2.8445482254e-02
16-09-2024 15:25:02 - __main__ - <module> - INFO: Epoch 1 / 5, Step 250 / 280, Loss = 4.3959002942e-02
16-09-2024 15:25:09 - __main__ - <module> - INFO: Epoch 1 / 5, Step 260 / 280, Loss = 2.6539614424e-02
16-09-2024 15:25:16 - __main__ - <module> - INFO: Epoch 1 / 5, Step 270 / 280, Loss = 6.0345627367e-02
16-09-2024 15:25:22 - __main__ - <module> - INFO: Epoch 1 / 5, Step 280 / 280, Loss = 2.5905890390e-02
16-09-2024 15:25:23 - __main__ - <module> - INFO: New learning rate: 0.0001
16-09-2024 15:25:23 - __main__ - <module> - INFO: Starting Validation for epoch 1 / 5
16-09-2024 15:25:45 - __main__ - <module> - INFO: Validation Loss: 3.1330726601e-02
16-09-2024 15:25:51 - __main__ - <module> - INFO: Epoch 2 / 5, Step 10 / 280, Loss = 3.4737121314e-02
16-09-2024 15:25:58 - __main__ - <module> - INFO: Epoch 2 / 5, Step 20 / 280, Loss = 3.7296805531e-02
16-09-2024 15:26:04 - __main__ - <module> - INFO: Epoch 2 / 5, Step 30 / 280, Loss = 4.3713297695e-02
16-09-2024 15:26:11 - __main__ - <module> - INFO: Epoch 2 / 5, Step 40 / 280, Loss = 3.4319758415e-02
16-09-2024 15:26:17 - __main__ - <module> - INFO: Epoch 2 / 5, Step 50 / 280, Loss = 2.4323692545e-02
16-09-2024 15:26:24 - __main__ - <module> - INFO: Epoch 2 / 5, Step 60 / 280, Loss = 3.4797452390e-02
16-09-2024 15:26:30 - __main__ - <module> - INFO: Epoch 2 / 5, Step 70 / 280, Loss = 2.9850495979e-02
16-09-2024 15:26:37 - __main__ - <module> - INFO: Epoch 2 / 5, Step 80 / 280, Loss = 1.9752178341e-02
16-09-2024 15:26:44 - __main__ - <module> - INFO: Epoch 2 / 5, Step 90 / 280, Loss = 2.8601510450e-02
16-09-2024 15:26:50 - __main__ - <module> - INFO: Epoch 2 / 5, Step 100 / 280, Loss = 3.7065085024e-02
16-09-2024 15:26:57 - __main__ - <module> - INFO: Epoch 2 / 5, Step 110 / 280, Loss = 2.0787365735e-02
16-09-2024 15:27:03 - __main__ - <module> - INFO: Epoch 2 / 5, Step 120 / 280, Loss = 2.5171581656e-02
16-09-2024 15:27:10 - __main__ - <module> - INFO: Epoch 2 / 5, Step 130 / 280, Loss = 3.1530704349e-02
16-09-2024 15:27:16 - __main__ - <module> - INFO: Epoch 2 / 5, Step 140 / 280, Loss = 3.6933735013e-02
16-09-2024 15:27:23 - __main__ - <module> - INFO: Epoch 2 / 5, Step 150 / 280, Loss = 3.1376179308e-02
16-09-2024 15:27:30 - __main__ - <module> - INFO: Epoch 2 / 5, Step 160 / 280, Loss = 2.2822553292e-02
16-09-2024 15:27:36 - __main__ - <module> - INFO: Epoch 2 / 5, Step 170 / 280, Loss = 2.6428585872e-02
16-09-2024 15:27:43 - __main__ - <module> - INFO: Epoch 2 / 5, Step 180 / 280, Loss = 3.5329293460e-02
16-09-2024 15:27:49 - __main__ - <module> - INFO: Epoch 2 / 5, Step 190 / 280, Loss = 1.7316585407e-02
16-09-2024 15:27:56 - __main__ - <module> - INFO: Epoch 2 / 5, Step 200 / 280, Loss = 2.1927978843e-02
16-09-2024 15:28:02 - __main__ - <module> - INFO: Epoch 2 / 5, Step 210 / 280, Loss = 5.2413791418e-02
16-09-2024 15:28:09 - __main__ - <module> - INFO: Epoch 2 / 5, Step 220 / 280, Loss = 3.2439932227e-02
16-09-2024 15:28:16 - __main__ - <module> - INFO: Epoch 2 / 5, Step 230 / 280, Loss = 2.1414205432e-02
16-09-2024 15:28:22 - __main__ - <module> - INFO: Epoch 2 / 5, Step 240 / 280, Loss = 3.1587064266e-02
16-09-2024 15:28:29 - __main__ - <module> - INFO: Epoch 2 / 5, Step 250 / 280, Loss = 3.1697530299e-02
16-09-2024 15:28:35 - __main__ - <module> - INFO: Epoch 2 / 5, Step 260 / 280, Loss = 2.6584941894e-02
16-09-2024 15:28:42 - __main__ - <module> - INFO: Epoch 2 / 5, Step 270 / 280, Loss = 2.6962248608e-02
16-09-2024 15:28:48 - __main__ - <module> - INFO: Epoch 2 / 5, Step 280 / 280, Loss = 2.8603360057e-02
16-09-2024 15:28:49 - __main__ - <module> - INFO: New learning rate: 1e-05
16-09-2024 15:28:49 - __main__ - <module> - INFO: Starting Validation for epoch 2 / 5
16-09-2024 15:29:11 - __main__ - <module> - INFO: Validation Loss: 2.9815434698e-02
16-09-2024 15:29:18 - __main__ - <module> - INFO: Epoch 3 / 5, Step 10 / 280, Loss = 4.7358646989e-02
16-09-2024 15:29:24 - __main__ - <module> - INFO: Epoch 3 / 5, Step 20 / 280, Loss = 2.6191655546e-02
16-09-2024 15:29:31 - __main__ - <module> - INFO: Epoch 3 / 5, Step 30 / 280, Loss = 3.8127742708e-02
16-09-2024 15:29:38 - __main__ - <module> - INFO: Epoch 3 / 5, Step 40 / 280, Loss = 3.9479803294e-02
16-09-2024 15:29:44 - __main__ - <module> - INFO: Epoch 3 / 5, Step 50 / 280, Loss = 4.3836798519e-02
16-09-2024 15:29:51 - __main__ - <module> - INFO: Epoch 3 / 5, Step 60 / 280, Loss = 2.8502104804e-02
16-09-2024 15:29:57 - __main__ - <module> - INFO: Epoch 3 / 5, Step 70 / 280, Loss = 2.2088037804e-02
16-09-2024 15:30:04 - __main__ - <module> - INFO: Epoch 3 / 5, Step 80 / 280, Loss = 2.5181313977e-02
16-09-2024 15:30:11 - __main__ - <module> - INFO: Epoch 3 / 5, Step 90 / 280, Loss = 1.3568624854e-02
16-09-2024 15:30:17 - __main__ - <module> - INFO: Epoch 3 / 5, Step 100 / 280, Loss = 4.1627496481e-02
16-09-2024 15:30:24 - __main__ - <module> - INFO: Epoch 3 / 5, Step 110 / 280, Loss = 2.0415201783e-02
16-09-2024 15:30:31 - __main__ - <module> - INFO: Epoch 3 / 5, Step 120 / 280, Loss = 3.5300042480e-02
16-09-2024 15:30:37 - __main__ - <module> - INFO: Epoch 3 / 5, Step 130 / 280, Loss = 3.8298010826e-02
16-09-2024 15:30:44 - __main__ - <module> - INFO: Epoch 3 / 5, Step 140 / 280, Loss = 3.1530018896e-02
16-09-2024 15:30:50 - __main__ - <module> - INFO: Epoch 3 / 5, Step 150 / 280, Loss = 2.4558125064e-02
16-09-2024 15:30:57 - __main__ - <module> - INFO: Epoch 3 / 5, Step 160 / 280, Loss = 3.0922649428e-02
16-09-2024 15:31:03 - __main__ - <module> - INFO: Epoch 3 / 5, Step 170 / 280, Loss = 4.5480314642e-02
16-09-2024 15:31:10 - __main__ - <module> - INFO: Epoch 3 / 5, Step 180 / 280, Loss = 3.7617187947e-02
16-09-2024 15:31:16 - __main__ - <module> - INFO: Epoch 3 / 5, Step 190 / 280, Loss = 2.1399300545e-02
16-09-2024 15:31:23 - __main__ - <module> - INFO: Epoch 3 / 5, Step 200 / 280, Loss = 4.1177272797e-02
16-09-2024 15:31:30 - __main__ - <module> - INFO: Epoch 3 / 5, Step 210 / 280, Loss = 3.2833009958e-02
16-09-2024 15:31:36 - __main__ - <module> - INFO: Epoch 3 / 5, Step 220 / 280, Loss = 3.8484964520e-02
16-09-2024 15:31:43 - __main__ - <module> - INFO: Epoch 3 / 5, Step 230 / 280, Loss = 4.2490188032e-02
16-09-2024 15:31:49 - __main__ - <module> - INFO: Epoch 3 / 5, Step 240 / 280, Loss = 3.3773180097e-02
16-09-2024 15:31:56 - __main__ - <module> - INFO: Epoch 3 / 5, Step 250 / 280, Loss = 3.3305935562e-02
16-09-2024 15:32:02 - __main__ - <module> - INFO: Epoch 3 / 5, Step 260 / 280, Loss = 3.8160346448e-02
