05-09-2024 15:01:49 - __main__ - <module> - INFO: Writing into log file: ./logs/training_6.log
05-09-2024 15:01:49 - __main__ - <module> - INFO: Dataset used: /mnt/data/desy/frog_simulated/grid_512_v2/
05-09-2024 15:01:49 - __main__ - <module> - INFO: Noise level used: as_gn00.dat
05-09-2024 15:01:49 - __main__ - <module> - INFO: Size of output tensor: 256 elements
05-09-2024 15:01:49 - __main__ - <module> - INFO: Batch size: 10 elements
05-09-2024 15:01:49 - __main__ - <module> - INFO: Number of epochs: 3
05-09-2024 15:01:49 - __main__ - <module> - INFO: Initial learning rate: 0.001
05-09-2024 15:01:49 - __main__ - <module> - INFO: Device used (cuda/cpu): cuda
05-09-2024 15:01:49 - __main__ - <module> - INFO: Loading Model...
05-09-2024 15:01:49 - __main__ - <module> - INFO: Loading Model finished!
05-09-2024 15:01:49 - __main__ - <module> - INFO: Loading Data...
05-09-2024 15:01:49 - __main__ - <module> - INFO: Size of dataset: 5000
05-09-2024 15:01:49 - __main__ - <module> - INFO: Size of training data:   4000
05-09-2024 15:01:49 - __main__ - <module> - INFO: Size of validation data: 500
05-09-2024 15:01:49 - __main__ - <module> - INFO: Size of test data:       500
05-09-2024 15:01:49 - __main__ - <module> - INFO: Finished loading data!
05-09-2024 15:01:49 - __main__ - <module> - INFO: Starting training...
05-09-2024 15:01:49 - __main__ - <module> - INFO: Current weight for values over threshold: 10.0
05-09-2024 15:02:12 - __main__ - <module> - INFO: Epoch 1 / 3, Step 10, Loss = 0.0809770939
05-09-2024 15:02:34 - __main__ - <module> - INFO: Epoch 1 / 3, Step 20, Loss = 0.0425664569
05-09-2024 15:02:56 - __main__ - <module> - INFO: Epoch 1 / 3, Step 30, Loss = 0.0338644539
05-09-2024 15:03:19 - __main__ - <module> - INFO: Epoch 1 / 3, Step 40, Loss = 0.0478695776
05-09-2024 15:03:41 - __main__ - <module> - INFO: Epoch 1 / 3, Step 50, Loss = 0.0289593248
05-09-2024 15:04:04 - __main__ - <module> - INFO: Epoch 1 / 3, Step 60, Loss = 0.0483161329
05-09-2024 15:04:27 - __main__ - <module> - INFO: Epoch 1 / 3, Step 70, Loss = 0.0332772282
05-09-2024 15:04:50 - __main__ - <module> - INFO: Epoch 1 / 3, Step 80, Loss = 0.0314313905
05-09-2024 15:05:12 - __main__ - <module> - INFO: Epoch 1 / 3, Step 90, Loss = 0.0423417898
05-09-2024 15:05:35 - __main__ - <module> - INFO: Epoch 1 / 3, Step 100, Loss = 0.0357890092
05-09-2024 15:05:58 - __main__ - <module> - INFO: Epoch 1 / 3, Step 110, Loss = 0.0873440937
05-09-2024 15:06:20 - __main__ - <module> - INFO: Epoch 1 / 3, Step 120, Loss = 0.0229297670
05-09-2024 15:06:43 - __main__ - <module> - INFO: Epoch 1 / 3, Step 130, Loss = 0.0368905550
05-09-2024 15:07:06 - __main__ - <module> - INFO: Epoch 1 / 3, Step 140, Loss = 0.0476931036
05-09-2024 15:07:29 - __main__ - <module> - INFO: Epoch 1 / 3, Step 150, Loss = 0.0290057341
05-09-2024 15:07:52 - __main__ - <module> - INFO: Epoch 1 / 3, Step 160, Loss = 0.0513161208
05-09-2024 15:08:15 - __main__ - <module> - INFO: Epoch 1 / 3, Step 170, Loss = 0.0194167144
05-09-2024 15:08:38 - __main__ - <module> - INFO: Epoch 1 / 3, Step 180, Loss = 0.0298818542
05-09-2024 15:09:00 - __main__ - <module> - INFO: Epoch 1 / 3, Step 190, Loss = 0.0187736519
05-09-2024 15:09:24 - __main__ - <module> - INFO: Epoch 1 / 3, Step 200, Loss = 0.0602107351
05-09-2024 15:09:47 - __main__ - <module> - INFO: Epoch 1 / 3, Step 210, Loss = 0.0477478350
05-09-2024 15:10:10 - __main__ - <module> - INFO: Epoch 1 / 3, Step 220, Loss = 0.0322490141
05-09-2024 15:10:34 - __main__ - <module> - INFO: Epoch 1 / 3, Step 230, Loss = 0.0411184163
05-09-2024 15:10:57 - __main__ - <module> - INFO: Epoch 1 / 3, Step 240, Loss = 0.0299953370
05-09-2024 15:11:21 - __main__ - <module> - INFO: Epoch 1 / 3, Step 250, Loss = 0.0257491901
05-09-2024 15:11:44 - __main__ - <module> - INFO: Epoch 1 / 3, Step 260, Loss = 0.0363145648
05-09-2024 15:12:07 - __main__ - <module> - INFO: Epoch 1 / 3, Step 270, Loss = 0.0274312351
05-09-2024 15:12:31 - __main__ - <module> - INFO: Epoch 1 / 3, Step 280, Loss = 0.0490024614
