17-09-2024 11:13:45 - __main__ - <module> - INFO: Writing into log file: ./logs/training_19.log
17-09-2024 11:13:45 - __main__ - <module> - INFO: Dataset used: /mnt/data/desy/frog_simulated/grid_256_v3/
17-09-2024 11:13:45 - __main__ - <module> - INFO: Spectrograms used: as_gn00.dat
17-09-2024 11:13:45 - __main__ - <module> - INFO: Size of output tensor: 256 elements
17-09-2024 11:13:45 - __main__ - <module> - INFO: Batch size: 10 elements
17-09-2024 11:13:45 - __main__ - <module> - INFO: Number of epochs: 5
17-09-2024 11:13:45 - __main__ - <module> - INFO: Initial learning rate: 0.001
17-09-2024 11:13:45 - __main__ - <module> - INFO: Only Pulses with PBDrms lower than 0.5 are used!
17-09-2024 11:13:45 - __main__ - <module> - INFO: Device used (cuda/cpu): cuda
17-09-2024 11:13:45 - __main__ - <module> - INFO: Loading Model...
17-09-2024 11:13:46 - __main__ - <module> - INFO: Freezing early layers!
17-09-2024 11:13:46 - __main__ - <module> - INFO: Loading Model finished!
17-09-2024 11:13:46 - __main__ - <module> - INFO: Loading Data...
17-09-2024 11:13:46 - __main__ - <module> - INFO: Size of dataset: 3510
17-09-2024 11:13:46 - __main__ - <module> - INFO: Size of training data:   2808
17-09-2024 11:13:46 - __main__ - <module> - INFO: Size of validation data: 351
17-09-2024 11:13:46 - __main__ - <module> - INFO: Size of test data:       351
17-09-2024 11:13:46 - __main__ - <module> - INFO: Finished loading data!
17-09-2024 11:13:46 - __main__ - <module> - INFO: Starting training...
17-09-2024 11:13:53 - __main__ - <module> - INFO: Epoch 1 / 5, Step 10 / 280, Loss = 1.1014579010e+02
17-09-2024 11:14:00 - __main__ - <module> - INFO: Epoch 1 / 5, Step 20 / 280, Loss = 9.3228713989e+01
17-09-2024 11:14:06 - __main__ - <module> - INFO: Epoch 1 / 5, Step 30 / 280, Loss = 1.0303807831e+02
17-09-2024 11:14:13 - __main__ - <module> - INFO: Epoch 1 / 5, Step 40 / 280, Loss = 9.5911766052e+01
17-09-2024 11:14:19 - __main__ - <module> - INFO: Epoch 1 / 5, Step 50 / 280, Loss = 9.2386703491e+01
17-09-2024 11:14:26 - __main__ - <module> - INFO: Epoch 1 / 5, Step 60 / 280, Loss = 9.9305259705e+01
17-09-2024 11:14:32 - __main__ - <module> - INFO: Epoch 1 / 5, Step 70 / 280, Loss = 9.5234611511e+01
17-09-2024 11:14:39 - __main__ - <module> - INFO: Epoch 1 / 5, Step 80 / 280, Loss = 9.3320030212e+01
17-09-2024 11:14:45 - __main__ - <module> - INFO: Epoch 1 / 5, Step 90 / 280, Loss = 9.5666381836e+01
17-09-2024 11:14:52 - __main__ - <module> - INFO: Epoch 1 / 5, Step 100 / 280, Loss = 9.4506332397e+01
17-09-2024 11:14:58 - __main__ - <module> - INFO: Epoch 1 / 5, Step 110 / 280, Loss = 9.1870475769e+01
17-09-2024 11:15:05 - __main__ - <module> - INFO: Epoch 1 / 5, Step 120 / 280, Loss = 9.9227317810e+01
17-09-2024 11:15:12 - __main__ - <module> - INFO: Epoch 1 / 5, Step 130 / 280, Loss = 9.7740837097e+01
17-09-2024 11:15:18 - __main__ - <module> - INFO: Epoch 1 / 5, Step 140 / 280, Loss = 9.0405410767e+01
