16-09-2024 14:29:11 - __main__ - <module> - INFO: Writing into log file: ./logs/training_12.log
16-09-2024 14:29:11 - __main__ - <module> - INFO: Dataset used: /mnt/data/desy/frog_simulated/grid_256_v3/
16-09-2024 14:29:11 - __main__ - <module> - INFO: Spectrograms used: as_gn00.dat
16-09-2024 14:29:11 - __main__ - <module> - INFO: Size of output tensor: 256 elements
16-09-2024 14:29:11 - __main__ - <module> - INFO: Batch size: 10 elements
16-09-2024 14:29:11 - __main__ - <module> - INFO: Number of epochs: 5
16-09-2024 14:29:11 - __main__ - <module> - INFO: Initial learning rate: 0.001
16-09-2024 14:29:11 - __main__ - <module> - INFO: Only Pulses with PBDrms lower than 0.5 are used!
16-09-2024 14:29:11 - __main__ - <module> - INFO: Device used (cuda/cpu): cuda
16-09-2024 14:29:11 - __main__ - <module> - INFO: Loading Model...
16-09-2024 14:29:11 - __main__ - <module> - INFO: Freezing early layers!
16-09-2024 14:29:11 - __main__ - <module> - INFO: Loading Model finished!
16-09-2024 14:29:11 - __main__ - <module> - INFO: Loading Data...
16-09-2024 14:29:12 - __main__ - <module> - INFO: Size of dataset: 3510
16-09-2024 14:29:12 - __main__ - <module> - INFO: Size of training data:   2808
16-09-2024 14:29:12 - __main__ - <module> - INFO: Size of validation data: 351
16-09-2024 14:29:12 - __main__ - <module> - INFO: Size of test data:       351
16-09-2024 14:29:12 - __main__ - <module> - INFO: Finished loading data!
16-09-2024 14:29:12 - __main__ - <module> - INFO: Starting training...
16-09-2024 14:29:18 - __main__ - <module> - INFO: Epoch 1 / 5, Step 10 / 280, Loss = 0.0054265587
16-09-2024 14:29:25 - __main__ - <module> - INFO: Epoch 1 / 5, Step 20 / 280, Loss = 0.0018087141
16-09-2024 14:29:31 - __main__ - <module> - INFO: Epoch 1 / 5, Step 30 / 280, Loss = 0.0012168386
16-09-2024 14:29:37 - __main__ - <module> - INFO: Epoch 1 / 5, Step 40 / 280, Loss = 0.0012791152
16-09-2024 14:29:44 - __main__ - <module> - INFO: Epoch 1 / 5, Step 50 / 280, Loss = 0.0007704640
16-09-2024 14:29:50 - __main__ - <module> - INFO: Epoch 1 / 5, Step 60 / 280, Loss = 0.0009179136
16-09-2024 14:29:56 - __main__ - <module> - INFO: Epoch 1 / 5, Step 70 / 280, Loss = 0.0007368579
16-09-2024 14:30:03 - __main__ - <module> - INFO: Epoch 1 / 5, Step 80 / 280, Loss = 0.0006856963
16-09-2024 14:30:09 - __main__ - <module> - INFO: Epoch 1 / 5, Step 90 / 280, Loss = 0.0005928825
16-09-2024 14:30:16 - __main__ - <module> - INFO: Epoch 1 / 5, Step 100 / 280, Loss = 0.0004629687
16-09-2024 14:30:22 - __main__ - <module> - INFO: Epoch 1 / 5, Step 110 / 280, Loss = 0.0003938643
16-09-2024 14:30:28 - __main__ - <module> - INFO: Epoch 1 / 5, Step 120 / 280, Loss = 0.0005262785
16-09-2024 14:30:35 - __main__ - <module> - INFO: Epoch 1 / 5, Step 130 / 280, Loss = 0.0004413993
16-09-2024 14:30:41 - __main__ - <module> - INFO: Epoch 1 / 5, Step 140 / 280, Loss = 0.0006299500
