05-09-2024 07:10:42 - __main__ - <module> - INFO: Writing into log file: ./logs/training_4.log
05-09-2024 07:10:42 - __main__ - <module> - INFO: Dataset used: /mnt/data/desy/frog_simulated/grid_512_v2/
05-09-2024 07:10:42 - __main__ - <module> - INFO: Noise level used: as_gn00.dat
05-09-2024 07:10:42 - __main__ - <module> - INFO: Size of output tensor: 256 elements
05-09-2024 07:10:42 - __main__ - <module> - INFO: Batch size: 10 elements
05-09-2024 07:10:42 - __main__ - <module> - INFO: Number of epochs: 3
05-09-2024 07:10:42 - __main__ - <module> - INFO: Initial learning rate: 0.0001
05-09-2024 07:10:42 - __main__ - <module> - INFO: Device used (cuda/cpu): cuda
05-09-2024 07:10:42 - __main__ - <module> - INFO: Loading Model...
05-09-2024 07:10:43 - __main__ - <module> - INFO: Loading Model finished!
05-09-2024 07:10:43 - __main__ - <module> - INFO: Loading Data...
05-09-2024 07:10:43 - __main__ - <module> - INFO: Size of dataset: 5000
05-09-2024 07:10:43 - __main__ - <module> - INFO: Size of training data:   4000
05-09-2024 07:10:43 - __main__ - <module> - INFO: Size of validation data: 500
05-09-2024 07:10:43 - __main__ - <module> - INFO: Size of test data:       500
05-09-2024 07:10:43 - __main__ - <module> - INFO: Finished loading data!
05-09-2024 07:10:43 - __main__ - <module> - INFO: Starting training...
05-09-2024 07:11:05 - __main__ - <module> - INFO: Epoch 1 / 3, Step 10, Loss = 0.0177353919
05-09-2024 07:11:26 - __main__ - <module> - INFO: Epoch 1 / 3, Step 20, Loss = 0.0181203540
05-09-2024 07:11:47 - __main__ - <module> - INFO: Epoch 1 / 3, Step 30, Loss = 0.0104424423
05-09-2024 07:12:09 - __main__ - <module> - INFO: Epoch 1 / 3, Step 40, Loss = 0.0062298565
05-09-2024 07:12:30 - __main__ - <module> - INFO: Epoch 1 / 3, Step 50, Loss = 0.0034265257
05-09-2024 07:12:52 - __main__ - <module> - INFO: Epoch 1 / 3, Step 60, Loss = 0.0033555508
05-09-2024 07:13:14 - __main__ - <module> - INFO: Epoch 1 / 3, Step 70, Loss = 0.0043211896
05-09-2024 07:13:36 - __main__ - <module> - INFO: Epoch 1 / 3, Step 80, Loss = 0.0034552582
05-09-2024 07:13:58 - __main__ - <module> - INFO: Epoch 1 / 3, Step 90, Loss = 0.0029510919
05-09-2024 07:14:19 - __main__ - <module> - INFO: Epoch 1 / 3, Step 100, Loss = 0.0036884118
05-09-2024 07:14:41 - __main__ - <module> - INFO: Epoch 1 / 3, Step 110, Loss = 0.0081749735
05-09-2024 07:15:03 - __main__ - <module> - INFO: Epoch 1 / 3, Step 120, Loss = 0.0023453888
05-09-2024 07:15:25 - __main__ - <module> - INFO: Epoch 1 / 3, Step 130, Loss = 0.0025782639
05-09-2024 07:15:47 - __main__ - <module> - INFO: Epoch 1 / 3, Step 140, Loss = 0.0042605386
05-09-2024 07:16:09 - __main__ - <module> - INFO: Epoch 1 / 3, Step 150, Loss = 0.0034133398
05-09-2024 07:16:30 - __main__ - <module> - INFO: Epoch 1 / 3, Step 160, Loss = 0.0047616833
05-09-2024 07:16:52 - __main__ - <module> - INFO: Epoch 1 / 3, Step 170, Loss = 0.0027192142
05-09-2024 07:17:14 - __main__ - <module> - INFO: Epoch 1 / 3, Step 180, Loss = 0.0029218530
05-09-2024 07:17:36 - __main__ - <module> - INFO: Epoch 1 / 3, Step 190, Loss = 0.0047023497
05-09-2024 07:17:58 - __main__ - <module> - INFO: Epoch 1 / 3, Step 200, Loss = 0.0024090547
05-09-2024 07:18:20 - __main__ - <module> - INFO: Epoch 1 / 3, Step 210, Loss = 0.0062432177
05-09-2024 07:18:42 - __main__ - <module> - INFO: Epoch 1 / 3, Step 220, Loss = 0.0048805983
05-09-2024 07:19:04 - __main__ - <module> - INFO: Epoch 1 / 3, Step 230, Loss = 0.0041958801
05-09-2024 07:19:26 - __main__ - <module> - INFO: Epoch 1 / 3, Step 240, Loss = 0.0047121863
05-09-2024 07:19:48 - __main__ - <module> - INFO: Epoch 1 / 3, Step 250, Loss = 0.0029529294
05-09-2024 07:20:10 - __main__ - <module> - INFO: Epoch 1 / 3, Step 260, Loss = 0.0023339975
05-09-2024 07:20:31 - __main__ - <module> - INFO: Epoch 1 / 3, Step 270, Loss = 0.0025221116
05-09-2024 07:20:53 - __main__ - <module> - INFO: Epoch 1 / 3, Step 280, Loss = 0.0018549347
05-09-2024 07:21:15 - __main__ - <module> - INFO: Epoch 1 / 3, Step 290, Loss = 0.0029809459
05-09-2024 07:21:37 - __main__ - <module> - INFO: Epoch 1 / 3, Step 300, Loss = 0.0031446603
05-09-2024 07:21:59 - __main__ - <module> - INFO: Epoch 1 / 3, Step 310, Loss = 0.0042871260
05-09-2024 07:22:21 - __main__ - <module> - INFO: Epoch 1 / 3, Step 320, Loss = 0.0032501526
05-09-2024 07:22:43 - __main__ - <module> - INFO: Epoch 1 / 3, Step 330, Loss = 0.0019789566
05-09-2024 07:23:05 - __main__ - <module> - INFO: Epoch 1 / 3, Step 340, Loss = 0.0023558747
05-09-2024 07:23:27 - __main__ - <module> - INFO: Epoch 1 / 3, Step 350, Loss = 0.0040700198
05-09-2024 07:23:49 - __main__ - <module> - INFO: Epoch 1 / 3, Step 360, Loss = 0.0032915566
05-09-2024 07:24:11 - __main__ - <module> - INFO: Epoch 1 / 3, Step 370, Loss = 0.0035479979
05-09-2024 07:24:33 - __main__ - <module> - INFO: Epoch 1 / 3, Step 380, Loss = 0.0022524034
05-09-2024 07:24:55 - __main__ - <module> - INFO: Epoch 1 / 3, Step 390, Loss = 0.0013527673
05-09-2024 07:25:17 - __main__ - <module> - INFO: Epoch 1 / 3, Step 400, Loss = 0.0036911608
05-09-2024 07:25:17 - __main__ - <module> - INFO: New learning rate: [1e-05]
05-09-2024 07:25:17 - __main__ - <module> - INFO: Starting Validation for epoch 1 / 3
05-09-2024 07:26:58 - __main__ - <module> - INFO: Validation Loss: 0.0035066091
05-09-2024 07:27:19 - __main__ - <module> - INFO: Epoch 2 / 3, Step 10, Loss = 0.0031588734
05-09-2024 07:27:42 - __main__ - <module> - INFO: Epoch 2 / 3, Step 20, Loss = 0.0028766054
05-09-2024 07:28:03 - __main__ - <module> - INFO: Epoch 2 / 3, Step 30, Loss = 0.0039381664
05-09-2024 07:28:25 - __main__ - <module> - INFO: Epoch 2 / 3, Step 40, Loss = 0.0023569858
05-09-2024 07:28:47 - __main__ - <module> - INFO: Epoch 2 / 3, Step 50, Loss = 0.0025046153
05-09-2024 07:29:09 - __main__ - <module> - INFO: Epoch 2 / 3, Step 60, Loss = 0.0031284138
05-09-2024 07:29:31 - __main__ - <module> - INFO: Epoch 2 / 3, Step 70, Loss = 0.0032804974
05-09-2024 07:29:53 - __main__ - <module> - INFO: Epoch 2 / 3, Step 80, Loss = 0.0042479145
05-09-2024 07:30:15 - __main__ - <module> - INFO: Epoch 2 / 3, Step 90, Loss = 0.0036454399
05-09-2024 07:30:37 - __main__ - <module> - INFO: Epoch 2 / 3, Step 100, Loss = 0.0044840174
05-09-2024 07:30:59 - __main__ - <module> - INFO: Epoch 2 / 3, Step 110, Loss = 0.0013046964
05-09-2024 07:31:21 - __main__ - <module> - INFO: Epoch 2 / 3, Step 120, Loss = 0.0014484985
05-09-2024 07:31:43 - __main__ - <module> - INFO: Epoch 2 / 3, Step 130, Loss = 0.0022122758
05-09-2024 07:32:05 - __main__ - <module> - INFO: Epoch 2 / 3, Step 140, Loss = 0.0016681567
05-09-2024 07:32:27 - __main__ - <module> - INFO: Epoch 2 / 3, Step 150, Loss = 0.0014690560
05-09-2024 07:32:49 - __main__ - <module> - INFO: Epoch 2 / 3, Step 160, Loss = 0.0033471303
05-09-2024 07:33:11 - __main__ - <module> - INFO: Epoch 2 / 3, Step 170, Loss = 0.0025546197
05-09-2024 07:33:33 - __main__ - <module> - INFO: Epoch 2 / 3, Step 180, Loss = 0.0020796552
05-09-2024 07:33:55 - __main__ - <module> - INFO: Epoch 2 / 3, Step 190, Loss = 0.0022735237
05-09-2024 07:34:17 - __main__ - <module> - INFO: Epoch 2 / 3, Step 200, Loss = 0.0027794465
05-09-2024 07:34:39 - __main__ - <module> - INFO: Epoch 2 / 3, Step 210, Loss = 0.0056726923
05-09-2024 07:35:01 - __main__ - <module> - INFO: Epoch 2 / 3, Step 220, Loss = 0.0021784410
05-09-2024 07:35:23 - __main__ - <module> - INFO: Epoch 2 / 3, Step 230, Loss = 0.0034176528
05-09-2024 07:35:45 - __main__ - <module> - INFO: Epoch 2 / 3, Step 240, Loss = 0.0022326664
05-09-2024 07:36:07 - __main__ - <module> - INFO: Epoch 2 / 3, Step 250, Loss = 0.0018623222
05-09-2024 07:36:29 - __main__ - <module> - INFO: Epoch 2 / 3, Step 260, Loss = 0.0025782231
