12-09-2024 12:30:01 - __main__ - <module> - INFO: Writing into log file: ./logs/training_1.log
12-09-2024 12:30:01 - __main__ - <module> - INFO: Dataset used: /mnt/data/desy/frog_simulated/grid_512_v2/
12-09-2024 12:30:01 - __main__ - <module> - INFO: Noise level used: as_gn00.dat
12-09-2024 12:30:01 - __main__ - <module> - INFO: Size of output tensor: 256 elements
12-09-2024 12:30:01 - __main__ - <module> - INFO: Batch size: 10 elements
12-09-2024 12:30:01 - __main__ - <module> - INFO: Number of epochs: 30
12-09-2024 12:30:01 - __main__ - <module> - INFO: Initial learning rate: 0.001
12-09-2024 12:30:01 - __main__ - <module> - INFO: Device used (cuda/cpu): cuda
12-09-2024 12:30:01 - __main__ - <module> - INFO: Loading Model...
12-09-2024 12:30:02 - __main__ - <module> - INFO: Freezing early layers!
12-09-2024 12:30:02 - __main__ - <module> - INFO: Loading Model finished!
12-09-2024 12:30:02 - __main__ - <module> - INFO: Loading Data...
12-09-2024 12:30:02 - __main__ - <module> - INFO: Size of dataset: 5000
12-09-2024 12:30:02 - __main__ - <module> - INFO: Size of training data:   4000
12-09-2024 12:30:02 - __main__ - <module> - INFO: Size of validation data: 500
12-09-2024 12:30:02 - __main__ - <module> - INFO: Size of test data:       500
12-09-2024 12:30:02 - __main__ - <module> - INFO: Finished loading data!
12-09-2024 12:30:02 - __main__ - <module> - INFO: Starting training...
12-09-2024 12:30:33 - __main__ - <module> - INFO: Writing into log file: ./logs/training_1.log
12-09-2024 12:30:33 - __main__ - <module> - INFO: Dataset used: /mnt/data/desy/frog_simulated/grid_512_v2/
12-09-2024 12:30:33 - __main__ - <module> - INFO: Noise level used: as_gn00.dat
12-09-2024 12:30:33 - __main__ - <module> - INFO: Size of output tensor: 256 elements
12-09-2024 12:30:33 - __main__ - <module> - INFO: Batch size: 10 elements
12-09-2024 12:30:33 - __main__ - <module> - INFO: Number of epochs: 30
12-09-2024 12:30:33 - __main__ - <module> - INFO: Initial learning rate: 0.001
12-09-2024 12:30:33 - __main__ - <module> - INFO: Device used (cuda/cpu): cuda
12-09-2024 12:30:33 - __main__ - <module> - INFO: Loading Model...
12-09-2024 12:30:33 - __main__ - <module> - INFO: Freezing early layers!
12-09-2024 12:30:33 - __main__ - <module> - INFO: Loading Model finished!
12-09-2024 12:30:33 - __main__ - <module> - INFO: Loading Data...
12-09-2024 12:30:33 - __main__ - <module> - INFO: Size of dataset: 5000
12-09-2024 12:30:33 - __main__ - <module> - INFO: Size of training data:   4000
12-09-2024 12:30:33 - __main__ - <module> - INFO: Size of validation data: 500
12-09-2024 12:30:33 - __main__ - <module> - INFO: Size of test data:       500
12-09-2024 12:30:33 - __main__ - <module> - INFO: Finished loading data!
12-09-2024 12:30:33 - __main__ - <module> - INFO: Starting training...
12-09-2024 12:30:53 - __main__ - <module> - INFO: Epoch 1 / 30, Step 10 / 400, Loss = 0.0004681021
12-09-2024 12:31:13 - __main__ - <module> - INFO: Epoch 1 / 30, Step 20 / 400, Loss = 0.0002145993
12-09-2024 12:31:32 - __main__ - <module> - INFO: Epoch 1 / 30, Step 30 / 400, Loss = 0.0000615281
12-09-2024 12:31:52 - __main__ - <module> - INFO: Epoch 1 / 30, Step 40 / 400, Loss = 0.0000239049
12-09-2024 12:32:11 - __main__ - <module> - INFO: Epoch 1 / 30, Step 50 / 400, Loss = 0.0000149642
12-09-2024 12:32:31 - __main__ - <module> - INFO: Epoch 1 / 30, Step 60 / 400, Loss = 0.0000080691
12-09-2024 12:32:51 - __main__ - <module> - INFO: Epoch 1 / 30, Step 70 / 400, Loss = 0.0000104118
12-09-2024 12:33:11 - __main__ - <module> - INFO: Epoch 1 / 30, Step 80 / 400, Loss = 0.0000138881
12-09-2024 12:33:31 - __main__ - <module> - INFO: Epoch 1 / 30, Step 90 / 400, Loss = 0.0000062307
12-09-2024 12:33:51 - __main__ - <module> - INFO: Epoch 1 / 30, Step 100 / 400, Loss = 0.0000129341
12-09-2024 12:34:11 - __main__ - <module> - INFO: Epoch 1 / 30, Step 110 / 400, Loss = 0.0000106582
12-09-2024 12:34:32 - __main__ - <module> - INFO: Epoch 1 / 30, Step 120 / 400, Loss = 0.0001036037
12-09-2024 12:34:52 - __main__ - <module> - INFO: Epoch 1 / 30, Step 130 / 400, Loss = 0.0000109403
12-09-2024 12:35:12 - __main__ - <module> - INFO: Epoch 1 / 30, Step 140 / 400, Loss = 0.0000078533
12-09-2024 12:35:32 - __main__ - <module> - INFO: Epoch 1 / 30, Step 150 / 400, Loss = 0.0000077223
12-09-2024 12:35:52 - __main__ - <module> - INFO: Epoch 1 / 30, Step 160 / 400, Loss = 0.0000088069
12-09-2024 12:36:12 - __main__ - <module> - INFO: Epoch 1 / 30, Step 170 / 400, Loss = 0.0000141886
12-09-2024 12:36:33 - __main__ - <module> - INFO: Epoch 1 / 30, Step 180 / 400, Loss = 0.0000093188
12-09-2024 12:36:53 - __main__ - <module> - INFO: Epoch 1 / 30, Step 190 / 400, Loss = 0.0000091431
12-09-2024 12:37:13 - __main__ - <module> - INFO: Epoch 1 / 30, Step 200 / 400, Loss = 0.0000218946
12-09-2024 12:37:33 - __main__ - <module> - INFO: Epoch 1 / 30, Step 210 / 400, Loss = 0.0000121292
12-09-2024 12:37:53 - __main__ - <module> - INFO: Epoch 1 / 30, Step 220 / 400, Loss = 0.0000079869
12-09-2024 12:38:13 - __main__ - <module> - INFO: Epoch 1 / 30, Step 230 / 400, Loss = 0.0000080453
12-09-2024 12:38:34 - __main__ - <module> - INFO: Epoch 1 / 30, Step 240 / 400, Loss = 0.0000159684
12-09-2024 12:38:54 - __main__ - <module> - INFO: Epoch 1 / 30, Step 250 / 400, Loss = 0.0000115321
